0
0
0
0
8*Sin[Pi/8]
8*Cos[Pi/8]*Sin[Pi/8]
(9*Sin[Pi/8])/Sqrt[2]
8*Sin[Pi/8]^2
0
-8*Sin[Pi/8]^2
(-9*Sin[Pi/8])/Sqrt[2]
-8*Cos[Pi/8]*Sin[Pi/8]
-8*Sin[Pi/8]
-8*Cos[Pi/8]*Sin[Pi/8]
(-9*Sin[Pi/8])/Sqrt[2]
-8*Sin[Pi/8]^2
0
8*Sin[Pi/8]^2
(9*Sin[Pi/8])/Sqrt[2]
8*Cos[Pi/8]*Sin[Pi/8]
9/Sqrt[2]
4*Sqrt[2]*Cos[Pi/8]
9/2
4*Sqrt[2]*Sin[Pi/8]
0
-4*Sqrt[2]*Sin[Pi/8]
-9/2
-4*Sqrt[2]*Cos[Pi/8]
-9/Sqrt[2]
-4*Sqrt[2]*Cos[Pi/8]
-9/2
-4*Sqrt[2]*Sin[Pi/8]
0
4*Sqrt[2]*Sin[Pi/8]
9/2
4*Sqrt[2]*Cos[Pi/8]
8*Cos[Pi/8]
8*Cos[Pi/8]^2
4*Sqrt[2]*Cos[Pi/8]
8*Cos[Pi/8]*Sin[Pi/8]
0
-8*Cos[Pi/8]*Sin[Pi/8]
-4*Sqrt[2]*Cos[Pi/8]
-8*Cos[Pi/8]^2
-8*Cos[Pi/8]
-8*Cos[Pi/8]^2
-4*Sqrt[2]*Cos[Pi/8]
-8*Cos[Pi/8]*Sin[Pi/8]
0
8*Cos[Pi/8]*Sin[Pi/8]
4*Sqrt[2]*Cos[Pi/8]
8*Cos[Pi/8]^2
8
8*Cos[Pi/8]
9/Sqrt[2]
8*Sin[Pi/8]
0
-8*Sin[Pi/8]
-9/Sqrt[2]
-8*Cos[Pi/8]
-15
-8*Cos[Pi/8]
-9/Sqrt[2]
-8*Sin[Pi/8]
0
8*Sin[Pi/8]
9/Sqrt[2]
8*Cos[Pi/8]
8*Cos[Pi/8]
8*Cos[Pi/8]^2
4*Sqrt[2]*Cos[Pi/8]
8*Cos[Pi/8]*Sin[Pi/8]
0
-8*Cos[Pi/8]*Sin[Pi/8]
-4*Sqrt[2]*Cos[Pi/8]
-8*Cos[Pi/8]^2
-8*Cos[Pi/8]
-8*Cos[Pi/8]^2
-4*Sqrt[2]*Cos[Pi/8]
-8*Cos[Pi/8]*Sin[Pi/8]
0
8*Cos[Pi/8]*Sin[Pi/8]
4*Sqrt[2]*Cos[Pi/8]
8*Cos[Pi/8]^2
9/Sqrt[2]
4*Sqrt[2]*Cos[Pi/8]
9/2
4*Sqrt[2]*Sin[Pi/8]
0
-4*Sqrt[2]*Sin[Pi/8]
-9/2
-4*Sqrt[2]*Cos[Pi/8]
-9/Sqrt[2]
-4*Sqrt[2]*Cos[Pi/8]
-9/2
-4*Sqrt[2]*Sin[Pi/8]
0
4*Sqrt[2]*Sin[Pi/8]
9/2
4*Sqrt[2]*Cos[Pi/8]
8*Sin[Pi/8]
8*Cos[Pi/8]*Sin[Pi/8]
(9*Sin[Pi/8])/Sqrt[2]
8*Sin[Pi/8]^2
0
-8*Sin[Pi/8]^2
(-9*Sin[Pi/8])/Sqrt[2]
-8*Cos[Pi/8]*Sin[Pi/8]
-8*Sin[Pi/8]
-8*Cos[Pi/8]*Sin[Pi/8]
(-9*Sin[Pi/8])/Sqrt[2]
-8*Sin[Pi/8]^2
0
8*Sin[Pi/8]^2
